Group,REFID,Synonym,CF_CODE10,Standard_Table,Systematic Name,Common Term,Acronym,Term Description,DIM,UOM_MDC,UOM_UCUM,CF_UCODE10,Enum_Values,External_sites,Vendor_VMD,Vendor_Description
DS-IP-PCA,MDC_TIME_PCA_LOCKOUT,,157989,"A.7.7.1","","","","","T","MDC_DIM_MIN","min",264352,,,"PCA Info {IHE PCD Infusion Pump Work Group }","Time period from the completion of one patient dose to when the next dose request may be granted. {IHE PCD Infusion Pump Work Group }"
RESP_APNEA,MDC_TIME_PD_APNEA,,151856,"A.7.4.8","Duration | | Apnea | Breathing","Apnea Duration","A","Duration of apnea - no flow measured","","MDC_DIM_SEC","s",264320,,,"  {Philips}","Apnea Duration {Philips}"
RESP_APNEA,MDC_TIME_PD_APNEA_CENT,,151860,"A.7.4.8","Duration | | Apnea, Central | Breathing","Central Apnea Duration","CA","Duration of apnea - no flow and no respiratory effort","","MDC_DIM_SEC","s",264320,,,,""
RESP_APNEA,MDC_TIME_PD_APNEA_MIX,,151864,"A.7.4.8","Duration | | Apnea, Mixed | Breathing","Mixed Apnea Duration","MA","Duration of apnea with central and obstructive components","","MDC_DIM_SEC","s",264320,,,,""
RESP_APNEA,MDC_TIME_PD_APNEA_OBSTRUC,,151852,"A.7.4.8","Duration | | Apnea, Obstructive | Breathing","Obstructive Apnea Duration","OA","Duration of apnea due to airway obstruction","","MDC_DIM_SEC","s",264320,,,,""
RESP_APNEA,MDC_TIME_PD_APNEA_SETTING,,16929072,"A.7.4.8",,"Apnea alarm duration setting",,,"","MDC_DIM_SEC","s",264320,,,"    {IEEE}",""
BLD_CHM_INR_PHD,MDC_TIME_PD_COAG,,160264,"A.7.13.1","Duration | Coagulation | Plasma | Blood Chemistry","Coagulation time – prothrombin time",,"The time taken for a clot to form on the addition of a thromboplastin to a sample of venous or capillary blood","","MDC_DIM_SEC","s",264320,,,,""
DS-IP-SYR DS-IP-PCA DS-IP-LVP DS-IP,MDC_TIME_PD_DOSE_START_INTERVAL,,157998,"A.7.7.1","","","","","T T","MDC_DIM_MIN MDC_DIM_HR","min h",264352 264384,,,"Primary Infusate Source {IHE PCD Infusion Pump Work Group }","Time interval between the start of doses (e.g., in multi-dosing or intermittent therapies) {IHE PCD Infusion Pump Work Group }"
GASDLV,MDC_TIME_PD_EXP,,152612,"A.7.4.8","Duration | Expiratory Phase | Gas | Breath","Expiratory time","Texp","Duration of an expiratory phase","T ","MDC_DIM_MILLI_SEC MDC_DIM_SEC","ms s",264338 264320,,,"MDC_DEV_SYS_PT_VENT_VMD  {GE}","Expiratory Time {GE}"
GASDLV,MDC_TIME_PD_INSP,,152608,"A.7.4.8","Duration | Inspiratory Phase | Gas | Breath","Inspiratory time","Tinsp","Duration of an inspiratory phase","T ","MDC_DIM_MILLI_SEC MDC_DIM_SEC","ms s",264338 264320,,,"MDC_DEV_SYS_PT_VENT_VMD {GE} MDC_DEV_SYS_PT_VENT_VMD  {GE}","Inspiratory Time {GE}"
DS-IP-PCA,MDC_TIME_PD_PCA_DOSE_LIMIT,,157987,"A.7.7.1","","","","","T","MDC_DIM_HR","h",264384,,,"PCA Info {IHE PCD Infusion Pump Work Group }","Dose Limit Time Period {IHE PCD Infusion Pump Work Group }"
DS-IP-SYR DS-IP-PCA DS-IP-LVP DS-IP,MDC_TIME_PD_PROG,,157996,"A.7.7.1","","","","","T T T","MDC_DIM_X_SEC MDC_DIM_MIN MDC_DIM_HR","s min h",264320 264352 264384,,,"Primary Infusate Source {IHE PCD Infusion Pump Work Group }","Infusion time period as initially programmed. {IHE PCD Infusion Pump Work Group }"
CNS_EVAL_PUPIL,MDC_TIME_PD_PUPIL_REACT_LEFT,,153892,,"Duration | ReactionTime | Pupil, LeftEye | CNS","","","Reaction of pupils to light, left eye","","MDC_DIM_SEC","s",264320,,,"PHYSIO_SRC_ID_UNSPEC {Philips}","Pupil Reaction Left eye - light reaction of left eye's pupil {Philips}"
CNS_EVAL_PUPIL,MDC_TIME_PD_PUPIL_REACT_RIGHT,,153896,,"Duration | ReactionTime | Pupil, RightEye | CNS","","","Reaction of pupils to light, right eye","","MDC_DIM_SEC","s",264320,,,"PHYSIO_SRC_ID_UNSPEC {Philips}","Pupil Reaction Righteye - light reaction of right eye's pupil {Philips}"
INFUS,MDC_TIME_PD_REMAIN,,157916,,"Duration | Remaining | Fluid | Pump","Infusion time remaining","","The time calculated by the pump until time (or volume) for this step of flow elapses","T","MDC_DIM_MIN","min",264352,,,"MDC_DEV_PUMP_INFUS_VMD {BBraun_PL}","Remaining Time (minutes) {BBraun_PL}"
DS-IP-SYR DS-IP-PCA DS-IP-LVP DS-IP,MDC_TIME_PD_REMAIN_CONTAINER,,157997,"A.7.7.1","","","","","T T T","MDC_DIM_X_SEC MDC_DIM_MIN MDC_DIM_HR","s min h",264320 264352 264384,,,"Primary Infusate Source {IHE PCD Infusion Pump Work Group }","Amount of infusion time remaining based on the current container volume. {IHE PCD Infusion Pump Work Group }"
CVS_HEMO_CALC,MDC_TIME_PD_VENT_L_AORT_EJCT,,150624,"A.7.3.1","Duration | AorticValve, Opening to Closing | Flow | Aorta, CVS","Left Ventricular Ejection Time","LVET","The time interval from opening to the closing of the aortic valve (mechanical systole).","T","MDC_DIM_MILLI_SEC","ms",264338,,,,""
CVS_HEMO_CALC,MDC_TIME_PD_VENT_L_AORT_PRE_EJCT,,150628,"A.7.3.1","Duration | Pre-Ejection | Flow | Aorta, CVS","Pre-Ejection Period","PEP","The time interval from the beginning of electrical stimulation of the ventricles to the opening of the aortic valve (electrical systole).","T","MDC_DIM_MILLI_SEC","ms",264338,,,"MDC_DEV_CALC_HEMO_VMD {GE}","Pre-Ejection Period {GE}"
CVS_HEMO_CALC,MDC_TIME_PD_VENT_L_AORT_VALV,,150520,,"Duration | SystolicEjection | Blood | AorticValve, LeftVentricle, Heart, CVS","Systolic ejection period","SEP","Period between opening and closing aortic valve","T","MDC_DIM_MILLI_SEC","ms",264338,,,"MDC_DEV_CALC_HEMO_VMD {GE}","Left Ventricular Ejection Time {GE}"
BLD_GAS_SpO2,MDC_TRANSMISSION,,150568,,"","","","","",,"",,,,"PHYSIO_SRC_ID_UNSPEC {Philips}","Transmission parameter from the SpO2 measurement {Philips}"
BLD_GAS_SpO2,MDC_TRANSMISSION_INFRARED,,150576,,"","","","","",,"",,,,"PHYSIO_SRC_ID_UNSPEC {Philips}","Transmission parameter from the SpO2 measurement {Philips}"
BLD_GAS_SpO2,MDC_TRANSMISSION_RED,,150572,,"","","","","",,"",,,,"PHYSIO_SRC_ID_UNSPEC {Philips}","Transmission parameter from the SpO2 measurement {Philips}"
BLD_GAS_SpO2_PHD,MDC_TRIG_BEAT_MAX_INRUSH,,184331,"A.7.13.1",,"SpO2 precise pulse",,"An enumeration that indicates the maximal inrush of the pulsatile wave has occurred","",,"",,,,,""
CVS_TTHOR_HR,MDC_TTHOR_HEART_RATE,,149554,"A.7.3.1","Rate | Beats | Heart | CVS, transthoracic impedance","Heart rate by transthoracic impedance","HR","Heart rate obtained from the variation of transthoracic impedance.","T-1","MDC_DIM_BEAT_PER_MIN","/min 1/min {beat}/min {beats}/min",264864,,,,""
RESP_RR_TTHOR,MDC_TTHOR_RESP_RATE,,151578,"A.7.4.8","Rate | Transthoracic | Breath | Breathing","Respiration rate","RR","Rate of breathing; method: transthoracic impedance variations","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,"PHYSIO_SRC_ID_RESP {Draeger}","Respiration Rate {Draeger}"
CVS_HEMO_CALC,MDC_VELOCITY_INDEX,,150632,"A.7.3.1","Index, Velocity | BloodFlow, Peak | Flow | Aorta, CVS","Velocity Index","VI","Peak velocity of blood flow in the aorta.","T-1","MDC_DIM_PER_KILO_SEC","/(1000.s)",264311,,,"MDC_DEV_CALC_HEMO_VMD {GE}","Velocity Index {GE}"
RESP_RR_CO2,MDC_VENT_CO2_RESP_RATE,,151610,"A.7.4.8","Rate | CO2 | Breath | Ventilator","Ventilation rate",,"Rate of mechanical ventilation; method: carbon dioxide concentration measurement.  [This refers to the CO2 respiration rate measured by the ventilator and is not the set ventilator rate nor the ventilator inflation rate; it can include unassisted spontaneous breaths as well.]","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,"  {IEEE}",""
GASMON_O2,MDC_VENT_CONC_AWAY_O2_DELTA,,151912,,"Concentration | Difference(Inspiration, Expiration) | O2, Gas | Ventilator","Diff. inspired and expired oxygen conc. (ventilator)","FI-EO2","Difference in oxygen concentration between inspiration and expiration during mechanical ventilation","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","PHYSIO_SRC_ID_UNSPEC {Philips}","Relative Dead Space {Philips}"
GASDLV_GAS_DELTA,MDC_VENT_CONC_SUBST_DELTA,,152080,"A.7.4.8","Concentration | Difference(Inspiration,Expiration) | Substance, Gas | Ventilator","Diff. inspired and expired substance conc. (ventilator)",,"Difference in substance concentration between inspiration and expiration during mechanical ventilation","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,,,""
GASDLV_FLOW,MDC_VENT_FLOW,,151940,"A.7.4.8","Flow | | Gas | Ventilator"," Ventilator airway flow","V̇","Airway flow measured at the ventilator","L3T-1 ","MDC_DIM_MILLI_L_PER_MIN MDC_DIM_L_PER_MIN","mL/min L/min",265234 265216,,,"MDC_DEV_SYS_PT_VENT_VMD {GE}","Flow Rate {GE} Base Flow {GE}"
GASDLV_FLOW_BIAS,MDC_VENT_FLOW_BIAS,,152652,"A.7.4.8","Flow | Bias | Gas | Ventilator","Bias flow","Bias flow","The continuous flow that is circulated through the patient circuit but is not intended to contribute to the work of ventilation. Generally refers to a low-level flow that improves the responsiveness and accuracy of the ventilator’s control and detection systems and to minimize rebreathing of expired gas.","L3T-1 ","MDC_DIM_MILLI_L_PER_MIN MDC_DIM_L_PER_MIN","mL/min L/min",265234 265216,,,,""
GASDLV_FLOW_BIAS,MDC_VENT_FLOW_BIAS_SETTING,,16929868,"A.7.4.8","Flow | Bias | Gas | Ventilator, Setting",,,,"L3T-1 ","MDC_DIM_MILLI_L_PER_MIN MDC_DIM_L_PER_MIN","mL/min L/min",265234 265216,,,"  {IEEE}",""
GASDLV_FLOW_CONTINUOUS,MDC_VENT_FLOW_CONTINUOUS,,152656,"A.7.4.8","Flow | Continuous | Gas | Ventilator","Continuous flow",,"A continuous flow that passes through the ventilator breathing system, with a proportion intermittently passing to the patient’s lung (e.g. whenever the airway pressure is raised by a pressure-controlled occlusion of the expiratory valve).","L3T-1 ","MDC_DIM_MILLI_L_PER_MIN MDC_DIM_L_PER_MIN","mL/min L/min",265234 265216,,,,""
GASDLV_FLOW_CONTINUOUS,MDC_VENT_FLOW_CONTINUOUS_SETTING,,16929872,"A.7.4.8","Flow | Continuous | Gas | Ventilator, Setting",,,,"L3T-1 ","MDC_DIM_MILLI_L_PER_MIN MDC_DIM_L_PER_MIN","mL/min L/min",265234 265216,,,"  {IEEE}",""
GASDLV_FLOW_EXP,MDC_VENT_FLOW_EXP,,151944,"A.7.4.8","Flow | Expiration | Gas | Ventilator","Ventilation expiratory flow","<i>V̇</i><sub>E</sub> , Flow exp","Expiratory gas flow during mechanical ventilation","L3T-1 ","MDC_DIM_MILLI_L_PER_MIN MDC_DIM_L_PER_MIN","mL/min L/min",265234 265216,,,"  {VIASYS}","Expiratory Flow {VIASYS}"
GASDLV_FLOW_EXP,MDC_VENT_FLOW_EXP_MAX,,151945,"A.7.4.8","Flow | Expiration, Maximum | Gas | Ventilator","Ventilation expiratory maximum flow","<i>V̇</i><sub>E max</sub> , Flow exp max","Maximum expiratory gas flow during mechanical ventilation","L3T-1 ","MDC_DIM_MILLI_L_PER_MIN MDC_DIM_L_PER_MIN","mL/min L/min",265234 265216,,,"PHYSIO_SRC_ID_VENT {Draeger}","Peak Expiratory Flow  {Draeger}"
GASDLV_FLOW_INSP,MDC_VENT_FLOW_INSP,,151948,"A.7.4.8","Flow | Inspiration | Gas | Ventilator","Ventilation inspiratory flow","<i>V̇</i><sub>I</sub> ,<br/>Flow insp","Inspiratory gas flow in airway during mechanical ventilation","L3T-1 ","MDC_DIM_MILLI_L_PER_MIN MDC_DIM_L_PER_MIN","mL/min L/min",265234 265216,,,"PHYSIO_SRC_ID_UNSPEC {Philips}   {VIASYS}","Airway Flow Wave - measured in the inspiratory path {Philips} Inspiratory Flow {VIASYS}"
GASDLV_FLOW_INSP,MDC_VENT_FLOW_INSP_MAX,,151949,"A.7.4.8","Flow | Inspiration, Maximum | Gas | Ventilator","Ventilation inspiratory maximum flow","<i>V̇</i><sub>I max </sub>,<br/>Flow insp max","Maximum inspiratory gas flow during mechanical ventilation","L3T-1 ","MDC_DIM_MILLI_L_PER_MIN MDC_DIM_L_PER_MIN","mL/min L/min",265234 265216,,,"PHYSIO_SRC_ID_VENT {Draeger}","Peak Inspiratory Flow {Draeger}"
GASDLV_FLOW_INSP,MDC_VENT_FLOW_INSP_SETTING,,16929164,"A.7.4.8","Flow | Inspiration | Gas | Ventilator, Setting","Inspiratory flow setting",,,"L3T-1 ","MDC_DIM_MILLI_L_PER_MIN MDC_DIM_L_PER_MIN","mL/min L/min",265234 265216,,,"  {IEEE}",""
NEB_VENT_FLOW,MDC_VENT_FLOW_NEBULIZER,,153396,"A.7.4.12","Flow, additional | Inspiratory airway | Gas | Nebulizer, pneumatic","Nebulizer Flow",,"Additional inspiratory gas flow due to pneumatic nebulizer, externally indicated by a wall flow meter or other sensor.  This information can be manually or automatically entered and typically requires compensation by the ventilator.","L3T-1 ","MDC_DIM_MILLI_L_PER_MIN MDC_DIM_L_PER_MIN","mL/min L/min",265234 265216,,,,""
GASDLV_FLOW,MDC_VENT_FLOW_RATIO_PERF_ALV_INDEX,,151952,"A.7.4.8","Ratio | Flow(AlveolarVentilation), Flow(Perfusion) | LungStructure | Breathing","Ventilation-perfusion index","V̇ / Q̇","Ratio of alveolar ventilation and gas component to pulmonary capillary blood flow","L3T-1 ","MDC_DIM_MILLI_L_PER_MIN MDC_DIM_L_PER_MIN","mL/min L/min",265234 265216,,,"PHYSIO_SRC_ID_UNSPEC {Philips}","Ventilation Perfusion Index {Philips}"
GASDLV_RR_FLOW,MDC_VENT_FLOW_RESP_RATE,,151626,"A.7.4.8","Rate | Volume/Flow | Breath | Ventilator","Ventilation rate",,"Rate of mechanical ventilation, method: volume/flow relation (comment: pediatric)","T-1","MDC_DIM_RESP_PER_MIN","/min 1/min {breath}/min {breaths}/min {resp}/min",264928,,,,""
GASDLV_FLOW_THRESH,MDC_VENT_FLOW_THRESH_END_INSP,,152808,"A.7.4.8","Flow, ratio, percent | | TriggerThreshold, end inspiration | Ventilator","Ventilator end-inspiratory flow threshold",,"Flow threshold in ventilator to end the inspiratory phase, expressed as a flow value.","L3T-1 ","MDC_DIM_MILLI_L_PER_MIN MDC_DIM_L_PER_MIN","mL/min L/min",265234 265216,,,,""
GASDLV_FLOW_THRESH,MDC_VENT_FLOW_THRESH_END_INSP_PERCENT,,153272,"A.7.4.8","Flow, ratio, percent | | TriggerThreshold, end inspiration | Ventilator","% Ventilator end-inspiratory flow threshold",,"Flow threshold in ventilator to end the inspiratory phase, expressed as a percentage of peak inspiratory flow.","1","MDC_DIM_PERCENT","%",262688,,,,""
GASDLV_FLOW_THRESH,MDC_VENT_FLOW_THRESH_END_INSP_PERCENT_SETTING,,16930488,"A.7.4.8",,,,,"1","MDC_DIM_PERCENT","%",262688,,,"  {IEEE}",""
GASDLV_FLOW_THRESH,MDC_VENT_FLOW_THRESH_END_INSP_SETTING,,16930024,"A.7.4.8",,,,,"L3T-1 ","MDC_DIM_MILLI_L_PER_MIN MDC_DIM_L_PER_MIN","mL/min L/min",265234 265216,,,"  {IEEE}",""
GASDLV_PRESS_TRIG,MDC_VENT_FLOW_TRIG_SENS,,152804,"A.7.4.8","Flow | | TriggerSensitivity, start inspiration | Ventilator","Ventilator flow trigger sensitivity",,"Sensitivity of trigger in ventilator; a flow value, for triggering an inflation.","L3T-1 ","MDC_DIM_MILLI_L_PER_MIN MDC_DIM_L_PER_MIN","mL/min L/min",265234 265216,,,,""
GASDLV_PRESS_TRIG,MDC_VENT_FLOW_TRIG_SENS_SETTING,,16930020,"A.7.4.8",,,,,"L3T-1 ","MDC_DIM_MILLI_L_PER_MIN MDC_DIM_L_PER_MIN","mL/min L/min",265234 265216,,,"  {IEEE}",""
GASDLV_VENT_MODE,MDC_VENT_MODE,,184352,"A.7.4.8","Mode | | VentilationMode | Ventilator","Ventilation mode",,"Selected mode of ventilator","",,"",,,,,""
GASDLV_VENT_MODE,MDC_VENT_MODE_BACKUP,,184400,"A.7.4.8","Mode | | VentilationMode, Backup | Ventilator","Backup ventilation mode",,"Selected backup mode of ventilator","",,"",,,,,""
GASDLV_VENT_MODE,MDC_VENT_MODE_RESP_SPONT,,184353,"A.7.4.8","Mode | | BreathingMode | Respiration","Respiration mode",,"Selected mode of respirator","",,"",,,,,""
GASDLV_PRESS,MDC_VENT_PRESS,,151956,"A.7.4.8","Pressure | | Gas | Ventilator","Ventilator pressure","PAW","Airway pressure during mechanical ventilation","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS,MDC_VENT_PRESS_AWAY,,151972,"A.7.4.8","Pressure | | Gas | Ventilator, Airway","Inspiratory airway pressure","Pinsp","Airway pressure, primarily during an inspiratory phase","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"MDC_DEV_ANALY_AWAY_MULTI_PARAM_VMD {GE}","Mean Airway Pressure {GE}"
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_BACKUP,,152724,"A.7.4.8","Pressure | Inspiratory phase | Inflation, Backup | Ventilator, Airway","Backup inspiratory airway pressure","backup Pinsp","The inspiratory airway pressure for controlled (primary) inflations when a backup inflation is delivered.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_BACKUP_SETTING,,16929940,"A.7.4.8","Pressure | Inspiratory phase | Inflation, Backup | Ventilator, Airway, Setting",,,,"LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_BASELINE,,152716,"A.7.4.8","Pressure, baseline | | Gas | Ventilator, Airway","Baseline airway pressure","BAP","Baseline airway pressure","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_BASELINE_SETTING,,16929932,"A.7.4.8","Pressure, baseline | | Gas | Ventilator, Airway, Setting",,"set BAP",,"LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_DELTA,,152720,"A.7.4.8","Pressure, delta relative to baseline | | Gas | Ventilator, Airway","Inspiratory airway pressure relative to PEEP or BAP","∆ Pinsp","Inspiratory airway pressure relative to PEEP or BAP.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_DELTA_BACKUP,,152728,"A.7.4.8","Pressure, delta relative to baseline | Inspiratory phase | Inflation, Backup | Ventilator, Airway","Backup inspiratory airway pressure relative to PEEP or BAP","backup ∆ Pinsp","The inspiratory airway pressure relative to PEEP or BAP for controlled (primary) inflations when a backup inflation is delivered.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_DELTA_BACKUP_SETTING,,16929944,"A.7.4.8","Pressure, delta relative to baseline | Inspiratory phase | Inflation, Backup | Ventilator, Airway, Setting",,,,"LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASDLV_PRESS_AWAY_LIMIT,MDC_VENT_PRESS_AWAY_DELTA_LIMIT_PMIN,,152764,"A.7.4.8","Pressure, delta relative to baseline, minimum limit | | Gas | Ventilator, Airway","Minimum delta pressure","∆ Pmin","The minimum target pressure limit relative to PEEP or BAP.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_AWAY_LIMIT,MDC_VENT_PRESS_AWAY_DELTA_LIMIT_PMIN_SETTING,,16929980,"A.7.4.8","Pressure, delta relative to baseline, minimum limit | | Gas | Ventilator, Airway, Setting",,,,"LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_DELTA_SETTING,,16929936,"A.7.4.8","Pressure, delta relative to baseline | | Gas | Ventilator, Airway, Setting",,"set ∆ Pinsp",,"LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_DELTA_SUPP,,152736,"A.7.4.8","Pressure, delta relative to baseline | Inspiratory phase | Pressure support inflation | Ventilator, Airway","Delta pressure for support inflations","∆ Psupp","The inspiratory airway pressure relative to PEEP or BAP for pressure support inflations.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_DELTA_SUPP_SETTING,,16929952,"A.7.4.8","Pressure, delta relative to baseline | Inspiratory phase | Pressure support inflation | Ventilator, Airway, Setting",,,,"LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASDLV_PRESS_PEEP,MDC_VENT_PRESS_AWAY_END_EXP_POS,,151976,"A.7.4.8","Pressure | End-expiratory, Applied | Gas | Ventilator","Applied PEEP","PEEP","Positive end expiratory pressure applied to the airway.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"PHYSIO_SRC_ID_UNSPEC {Philips} MDC_DEV_SYS_PT_VENT_VMD  {GE} MDC_DEV_ANALY_AWAY_MULTI_PARAM_VMD {GE}","Positive End-Expiratory Pressure PEEP {Philips} Positive End Expiratory Pressure {GE} Total PEEP {GE} Measured PEEP {GE}"
GASDLV_PRESS_PEEP,MDC_VENT_PRESS_AWAY_END_EXP_POS_SETTING,,16929192,"A.7.4.8","Pressure | End-expiratory, Applied | Gas | Ventilator (setting)","Set PEEP","set PEEP","Positive end expiratory pressure applied to the airway by the ventilator during expiratory phase.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_EXP_PLOW,,152744,"A.7.4.8","Pressure | Low baseline pressure | APRV or Bi-Level modes | Ventilator, Airway","Low pressure","Plow","The low (expiratory) pressure level for APRV or Bi-Level modes.","LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,,""
GASDLV_PRESS_AWAY,MDC_VENT_PRESS_AWAY_EXP_PLOW_SETTING,,16929960,"A.7.4.8","Pressure | Low baseline pressure | APRV or Bi-Level modes | Ventilator, Airway, Setting",,,,"LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_CM_H2O MDC_DIM_MILLI_BAR","kPa mm[Hg] cm[H2O] mbar",265987 266016 266048 266098,,,"  {IEEE}",""
