LOINC_NUM,LOINC_LONG_COMMON_NAME,IEEE_CF_CODE10,IEEE_REFID,IEEE_DESCRIPTION,IEEE_DIM,IEEE_UOM_UCUM
76154-4,Airway pressure delta --on ventilator,152720,MDC_VENT_PRESS_AWAY_DELTA,Inspiratory airway pressure relative to PEEP or BAP.,LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
76164-3,Pressure Respiratory system airway --on ventilator,151956,MDC_VENT_PRESS,Airway pressure during mechanical ventilation,LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
76165-0,Alveolar ventilation [Volume] Respiratory system --on ventilator,152436,MDC_VENT_VOL_LUNG_ALV,Volume of gas exchanged per breath in alveoli; difference between tidal volume and dead space,L3 ,mL L
76170-0,Respiratory rate by Acoustic measurement,151650,MDC_ACOUSTIC_RESP_RATE,Rate of breathing; method: acoustic.,T-1,/min 1/min {breath}/min {breaths}/min {resp}/min
76171-8,Respiratory rate by Airway flow measurement,151570,MDC_AWAY_RESP_RATE,Rate of breathing; method: direct airway flow measurement.,T-1,/min 1/min {breath}/min {breaths}/min {resp}/min
76172-6,Respiratory rate by Carbon dioxide measurement,151594,MDC_CO2_RESP_RATE,Rate of breathing; method: carbon dioxide measurement,T-1,/min 1/min {breath}/min {breaths}/min {resp}/min
76174-2,Respiratory rate by Pulse oximetry.plethysmograph,151658,MDC_PULS_OXIM_PLETH_RESP_RATE,Rate of breathing; method: SpO2 plethysmography,T-1,/min 1/min {breath}/min {breaths}/min {resp}/min
76184-1,Carbon dioxide [Partial pressure] in Pulmonary artery,152848,MDC_CONC_PCO2_ART_PULM,Partial pressure of CO2 in the pulmonary artery,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76185-8,Central apnea duration Respiratory system,151860,MDC_TIME_PD_APNEA_CENT,Duration of apnea - no flow and no respiratory effort,,s
76186-6,Expiratory hold time Ventilator,152636,MDC_VENT_TIME_PD_EXP_HOLD,"Duration for an expiratory hold, a ventilator function intended to temporarily maintain a constant lung volume during a set extension of the expiratory phase.",,s
76187-4,Expiratory hold time setting Ventilator,16929852,MDC_VENT_TIME_PD_EXP_HOLD_SETTING,,,s
76203-9,Pressure.occlusion Respiratory system airway --negative inspiratory force maneuver,152784,MDC_VENT_PRESS_OCCL_NIF,The maximum negative airway pressure generated during an occluded inspiration arising from a Negative Inspiratory Force (NIF) maneuver,LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
76210-4,Inspiratory hold time setting Ventilator,16929848,MDC_VENT_TIME_PD_INSP_HOLD_SETTING,,,s
76211-2,Inspiratory hold time Ventilator,152632,MDC_VENT_TIME_PD_INSP_HOLD,"The duration of an inspiratory hold, a ventilator function intended to temporarily maintain a constant lung volume, or to maintain a constant airway pressure, at the end of an inspiratory or inflation phase.",,s
76212-0,Invasive Blood pressure,150016,MDC_PRESS_BLD,Pressure of the blood,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76212-0,Invasive Blood pressure,150032,MDC_PRESS_BLD_ART,Pressure of the blood in an artery,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76212-0,Invasive Blood pressure,150036,MDC_PRESS_BLD_ART_ABP,,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76213-8,Invasive Diastolic blood pressure,150018,MDC_PRESS_BLD_DIA,Pressure of the blood at the diastolic phase,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76213-8,Invasive Diastolic blood pressure,150034,MDC_PRESS_BLD_ART_DIA,Diastolic pressure of the blood in an artery,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76213-8,Invasive Diastolic blood pressure,150038,MDC_PRESS_BLD_ART_ABP_DIA,,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76214-6,Invasive Mean blood pressure,150019,MDC_PRESS_BLD_MEAN,Pressure of the blood as computed by averaging on one cycle,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76214-6,Invasive Mean blood pressure,150035,MDC_PRESS_BLD_ART_MEAN,Mean pressure of the blood in an artery,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76214-6,Invasive Mean blood pressure,150039,MDC_PRESS_BLD_ART_ABP_MEAN,,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76215-3,Invasive Systolic blood pressure,150017,MDC_PRESS_BLD_SYS,Pressure of the blood at the systolic phase,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76215-3,Invasive Systolic blood pressure,150033,MDC_PRESS_BLD_ART_SYS,Systolic pressure of the blood in an artery,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76215-3,Invasive Systolic blood pressure,150037,MDC_PRESS_BLD_ART_ABP_SYS,,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76222-9,Tidal volume Ventilator --on ventilator,151980,MDC_VENT_VOL_TIDAL,Volume of gas delivered through the patient-connection port during a respiratory cycle,L3 ,mL L
76239-3,Mixed apnea duration Respiratory system,151864,MDC_TIME_PD_APNEA_MIX,Duration of apnea with central and obstructive components,,s
76240-1,Pressure.occlusion 100ms Respiratory system airway,152780,MDC_VENT_PRESS_OCCL_P100MS,The negative airway pressure generated during the first 100 ms of an occluded inspiration,LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
76241-9,Nitric oxide gas delivered.case [Volume] from Gas delivery system,153124,MDC_VOL_DELIV_NO_CASE,"Volume of nitric oxide gas delivered during a case, to a single patient during a single procedure.",L3 ,mL L
76242-7,Obstructive apnea duration Respiratory system,151852,MDC_TIME_PD_APNEA_OBSTRUC,Duration of apnea due to airway obstruction,,s
76246-8,Intrinsic dynamic PEEP Respiratory system,152796,MDC_PRESS_AWAY_END_EXP_POS_INTRINSIC_DYNAMIC,"Dynamic intrinsic PEEP, obtained during the short period between expiratory valve closure and flow arriving at the patient.",LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
76248-4,PEEP Respiratory system --on ventilator,151976,MDC_VENT_PRESS_AWAY_END_EXP_POS,Positive end expiratory pressure applied to the airway.,LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
76252-6,Pressure Pleural space,151824,MDC_PRESS_INTRAPL,Pressure in intrapleural space during breathing,LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
76253-4,Nitrous oxide cylinder Pressure,152972,MDC_PRESS_N2O_CYL,N2O cylinder pressure,LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa [psi] mbar
76254-2,Nitrous oxide pipeline Pressure,152968,MDC_PRESS_N2O_SUPPLY,N2O supply (pipeline) pressure,LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa [psi] mbar
76255-9,Oxygen cylinder Pressure,153164,MDC_PRESS_O2_CYL,O2 cylinder pressure,LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa [psi] mbar
76255-9,Oxygen cylinder Pressure,153168,MDC_PRESS_O2_CYL_2,O2 #2 cylinder pressure,LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa [psi] mbar
76256-7,Oxygen pipeline Pressure,153160,MDC_PRESS_O2_SUPPLY,O2 supply (pipeline) pressure,LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa [psi] mbar
76257-5,Air cylinder Pressure,152892,MDC_PRESS_AIR_CYL,Air cylinder pressure,LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa [psi] mbar
76258-3,Air pipeline Pressure,152888,MDC_PRESS_AIR_SUPPLY,Air supply (pipeline) pressure,LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa [psi] mbar
76265-8,Carbon dioxide production (VCO2)/Body surface area in Respiratory system,152828,MDC_FLOW_CO2_PROD_RESP_PER_BSA,"Rate of production of carbon dioxide, measured by expired carbon dioxide in airway per unit time (typ  /min), normalized by patient body surface area (typ m<sup>2</sup>).",L3T-1L-2,mL/min/m2
76266-6,Carbon dioxide production (VCO2)/Ideal body weight in Respiratory system,152824,MDC_FLOW_CO2_PROD_RESP_PER_IBW,"Rate of production of carbon dioxide, measured by expired carbon dioxide in airway per unit time (typ  /min), normalized by the patient’s ideal body weight (typ kg).",L3T-1M-1,mL/min/kg
76267-4,Oxygen consumption (VO2)/Ideal body weight [Volume Rate/Area],152816,MDC_FLOW_O2_CONSUMP_PER_IBW,"The volume of oxygen a patient inhales (consumes) per minute, normalized by the patient’s ideal body weight (typ kg).",L3T-1M-1,mL/min/kg
76268-2,Pressure.ambient Room,152836,MDC_PRESS_AIR_AMBIENT,Ambient (immediate patient environment) air pressure,LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
76269-0,Respiratory quotient Respiratory system,151828,MDC_QUO_RESP,Ratio of carbon dioxide expired to oxygen used,1,{unitless} 1
76270-8,Respiratory rate by Impedance.transthoracic,151578,MDC_TTHOR_RESP_RATE,Rate of breathing; method: transthoracic impedance variations,T-1,/min 1/min {breath}/min {breaths}/min {resp}/min
76274-0,Ventilation-perfusion index Respiratory system,151952,MDC_VENT_FLOW_RATIO_PERF_ALV_INDEX,Ratio of alveolar ventilation and gas component to pulmonary capillary blood flow,L3T-1 ,mL/min L/min
76278-1,Bladder temperature via Foley,150348,MDC_TEMP_FOLEY,,Q Q,Cel [degF]
76280-7,Intramucosal gastric pH,160320,MDC_CONC_PH_INTRAMUCOSAL,Intramucosal pH,[pH],[pH]
76281-5,Type of arrhythmia on EKG,148496,MDC_ECG_ARRHY,Irregular rhythm,,
76282-3,Heart rate.beat-to-beat,147850,MDC_ECG_CARD_BEAT_RATE_BTB,,T-1,/min 1/min {beat}/min {beats}/min
76283-1,Blood flow Pulmonary capillaries,150652,MDC_FLOW_BLD_PULM_CAP,Flow of the blood in the pulmonary capillaries.,,L/min
76284-9,Pulmonary artery Blood pressure,150044,MDC_PRESS_BLD_ART_PULM,Pressure of the blood in the pulmonary artery,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76285-6,Pulmonary capillary Blood pressure,150076,MDC_PRESS_BLD_PULM_CAP,Pressure of the blood in the pulmonary capillaries,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76286-4,Pulmonary capillary Diastolic blood pressure,150078,MDC_PRESS_BLD_PULM_CAP_DIA,Diastolic pressure of the blood in the pulmonary capillaries,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76287-2,Pulmonary capillary Mean blood pressure,150079,MDC_PRESS_BLD_PULM_CAP_MEAN,Mean pressure of the blood in the pulmonary capillaries,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76288-0,Pulmonary capillary Systolic blood pressure,150077,MDC_PRESS_BLD_PULM_CAP_SYS,Systolic pressure of the blood in the pulmonary capillaries,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76296-3,Ventilator airway circuit leakage volume,152432,MDC_VENT_VOL_LEAK,"Volume of gas lost per minute by leakage in ventilation system, tubing, connectors, etc.",1,% L/min
76297-1,Left ventricular Stroke volume index,150636,MDC_VOL_BLD_STROKE_INDEX,"Left-ventricular stroke volume per heart beat, normalized for body surface area.",L,mL/m2
76298-9,Gastric pressure,188480,MDC_PRESS_GI,Gastric pressure waveform,LMT-2L-2,kPa
76298-9,Gastric pressure,153244,MDC_PRESS_GASTRIC,Pressure measured in the stomach,LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
76299-7,Time interval between start of doses Infusion pump,157998,MDC_TIME_PD_DOSE_START_INTERVAL,,T T,min h
76300-3,Doses.delivered [#] in Reporting period Infusion pump,157990,MDC_NUM_PATIENT_DOSES_GIVEN_TOTAL,Cumulative number of patient doses actually delivered (since start of operation or last cleared by clinician),1,{unitless} 1
76301-1,Doses.requested [#] Reporting Period,157991,MDC_NUM_PATIENT_DOSES_ATTEMPTED_TOTAL,Cumulative number of patient doses requested.(since start of operation or last cleared by clinician),1,{unitless} 1
76302-9,Infused volume.segment Procedure,157992,MDC_VOL_FLUID_DELIV_SEGMENT,,L3,mL
76303-7,Infused volume.single container,157864,MDC_VOL_FLUID_DELIV,Fluid volume infused to the patient using this syringe or bottle (comment: optional site attribute according to Table A.9.8.7 [miscellaneous body sites]),L3,mL
76304-5,Infused volume.total Reporting Period Infusion pump,157993,MDC_VOL_FLUID_DELIV_TOTAL,,L3,mL
76305-2,Infusion dose.programmed [Mass] Infusion pump,157999,MDC_DOSE_DRUG_TBI,,MM-1 MM-1 MM-1 MM-1 L3 M M M M ML-2 ML-2 ML-2 ML-2 ML-2 L3M-1 N N N N NM-1 NM-1 NL-2 NL-2 NM-1 NM-1 NL-2 NL-2 [iU] [iU] [iU] [iU]M-1 [iU]M-1 [iU]M-1 [iU]L-2 [iU]L-2 [iU]L-2 [iU] [iU]M-1 arb.u  arb.u  arb.u [arb.u]M-1 [arb.u]L-2 [arb.u] [arb.u]M-1 [arb.u] [arb.u]M-1 [arb.u]L-2,g/kg mg/kg ug/kg ng/kg mL g mg ug ng g/m2 kg/m2 mg/m2 ug/m2 ng/m2 mL/kg mol mmol eq meq mol/kg mmol/kg mol/m2 mmol/m2 eq/kg meq/kg eq/m2 meq/m2 [iU] m[iU] M[iU] [iU]/kg m[iU]/kg M[iU]/kg [iU]/m2 m[iU]/m2 M[iU]/m2 k[iU] k[iU]/kg [arb'U] [arb'U]/kg [arb'U]/m2 M[arb'U] M[arb'U]/kg M[arb'U]/m2 k[arb'U] k[arb'U]/kg m[arb'U] m[arb'U]/kg m[arb'U]/m2
76306-0,Infusion dose.remaining [Mass] Infusion pump,158000,MDC_DOSE_DRUG_TBI_REMAIN,,MM-1 MM-1 MM-1 MM-1 L3 M M M M ML-2 ML-2 ML-2 ML-2 ML-2 L3M-1 N N N N NM-1 NM-1 NL-2 NL-2 NM-1 NM-1 NL-2 NL-2 [iU] [iU] [iU] [iU]M-1 [iU]M-1 [iU]M-1 [iU]L-2 [iU]L-2 [iU]L-2 [iU] [iU]M-1 arb.u  arb.u  arb.u [arb.u]M-1 [arb.u]L-2 [arb.u] [arb.u]M-1 [arb.u] [arb.u]M-1 [arb.u]L-2,g/kg mg/kg ug/kg ng/kg mL g mg ug ng g/m2 kg/m2 mg/m2 ug/m2 ng/m2 mL/kg mol mmol eq meq mol/kg mmol/kg mol/m2 mmol/m2 eq/kg meq/kg eq/m2 meq/m2 [iU] m[iU] M[iU] [iU]/kg m[iU]/kg M[iU]/kg [iU]/m2 m[iU]/m2 M[iU]/m2 k[iU] k[iU]/kg [arb'U] [arb'U]/kg [arb'U]/m2 M[arb'U] M[arb'U]/kg M[arb'U]/m2 k[arb'U] k[arb'U]/kg m[arb'U] m[arb'U]/kg m[arb'U]/m2
76307-8,Infusion time.programmed Infusion pump,157996,MDC_TIME_PD_PROG,,T T T,s min h
76308-6,Infusion time.remaining Infusion pump,157916,MDC_TIME_PD_REMAIN,The time calculated by the pump until time (or volume) for this step of flow elapses,T,min
76309-4,Infusion time.remaining Infusion pump Based on container volume,157997,MDC_TIME_PD_REMAIN_CONTAINER,,T T T,s min h
76310-2,Infusion volume.programmed Procedure Infusion pump,157884,MDC_VOL_FLUID_TBI,Volume to be infused to the patient (comment: optional site attribute according to Table A.9.8.7 [miscellaneous body sites]),L3,mL
76311-0,Infusion volume.remaining Infusion pump,157872,MDC_VOL_FLUID_TBI_REMAIN,Volume of fluid remaining to be infused in relation with the volume to be infused (comment: optional site attribute according to Table A.9.8.7 [miscellaneous body sites]),L3,mL
76312-8,PCA dose number.max 1 hour Infusion pump,157988,MDC_RATE_PCA_MAX_DOSES_PER_HOUR,,T-1,/h
76314-4,PCA lockout time Infusion pump,157989,MDC_TIME_PCA_LOCKOUT,,T,min
76315-1,Syringe Volume.actual,157984,MDC_VOL_SYRINGE_ACTUAL,,L3,mL
76316-9,Infusion pump Volume.remaining,157995,MDC_VOL_REMAIN_CONTAINER,,L3,mL
76317-7,Infusion pump Volume.start,157994,MDC_VOL_FLUID_CONTAINER_START,,L3,mL
76318-5,Syringe Manufacturer name,184488,MDC_SYRINGE_MANUFACTURER,,1,{unitless} 1
76319-3,Infusion pump Pump status,184508,MDC_PUMP_STAT,"The operational status of the pump, e.g., Infusing, KVO, etc., (see Table A.8.7.12)",,
76320-1,Expiratory airway gas flow,151768,MDC_FLOW_AWAY_EXP,Expiratory gas flow,L3T-1 ,mL/min L/min
76322-7,Systolic time ratio,150616,MDC_SYSTOLIC_TIME_RATIO,The ratio of the electrical and mechanical systole duration (PEP/LVET).,1,{unitless} 1
76323-5,Aorta acceleration index,150612,MDC_ACCELERATION_INDEX,"Initial acceleration of blood flow in the aorta, which occurs within the first 10 to 20 milliseconds",T-2,/(100.s2)
76324-3,Infusion pump Alert type,68485,MDC_ATTR_ALERT_TYPE,Alert type,,{unknown}
76325-0,Infusion pump Communication status,188772,MDC_COMM_STATUS,,,
76326-8,Infusion pump Alarm state,68482,MDC_ATTR_ALARM_STATE,Indicates the state of the underlying alert condition at the patient care device,,{unknown}
76327-6,Infusion pump Alarm trigger,68012,MDC_ATTR_AL_COND,,,
76328-4,Infusion pump Alert priority,68484,MDC_ATTR_ALARM_PRIORITY,Alert priority,,{unknown}
76329-2,Infusion pump Pump mode,184504,MDC_PUMP_MODE,The operational mode of the pump (see Table A.8.7.11),,
76330-0,Infusion pump Pump mode.current,184512,MDC_PUMP_MODE_CURRENT,,,
76331-8,Infusion pump Pump mode.set,184511,MDC_PUMP_MODE_SET,,,
76332-6,Infusion pump Reason pump stopped infusing,184513,MDC_PUMP_NOT_INFUSING_REASON,,,
76476-1,Heart rate by Transthoracic impedance,149554,MDC_TTHOR_HEART_RATE,Heart rate obtained from the variation of transthoracic impedance.,T-1,/min 1/min {beat}/min {beats}/min
76477-9,Heart rate by Noninvasive,149546,MDC_PULS_RATE_NON_INV,"Rate of blood pulse in an artery, measured not invasively",T-1 T-1 T-1,/min 1/min {count}/min /min 1/min {beat}/min {beats}/min /min 1/min {pulse}/min {pulses}/min
76519-8,Left ventricular Cardiac output by Continuous,150492,MDC_OUTPUT_CARD_CTS,"Quantity of blood pumped by the left ventricle into the aorta per minute, obtained as continuous measurement",,L/min
76520-6,Transmission.infrared Arterial blood Pulse oximetry,150576,MDC_TRANSMISSION_INFRARED,,,
76521-4,Transmission.red Arterial blood Pulse oximetry,150572,MDC_TRANSMISSION_RED,,,
76522-2,Transmission Arterial blood Pulse oximetry,150568,MDC_TRANSMISSION,,,
76523-0,Plethysmogram Arterial blood Pulse oximetry,150452,MDC_PULS_OXIM_PLETH,,1,%
76525-5,Thoracic fluid conductivity [Fluid Conductance] Chest,150620,MDC_THORACIC_FLUID_CONTENT,"The electrical conductivity of the chest cavity, which is primarily determined by the intravascular, intraalveolar and the interstitial fluids in the thorax.",M-1L-2I2T3,1/kOhm /kOhm
76526-3,Ventilation rate by Carbon dioxide measurement,151610,MDC_VENT_CO2_RESP_RATE,Rate of mechanical ventilation; method: carbon dioxide concentration measurement.  [This refers to the CO2 respiration rate measured by the ventilator and is not the set ventilator rate nor the ventilator inflation rate; it can include unassisted spontaneous breaths as well.],T-1,/min 1/min {breath}/min {breaths}/min {resp}/min
76527-1,Left ventricular Work/Body surface area [Energy/Area] by Non-invasive impedance cardiography (NI-ICG),150640,MDC_WK_LV_WORK_INDEX,"Work performed by the left ventricle of the heart to eject the stroke volume over one minute's time, normalized for body surface area.",L2MT-3L-2 L2MT-3L-2,kgf.m/min/m2 gf.m/min/m2
76529-7,Pressure Respiratory system airway,151792,MDC_PRESS_AWAY,Pressure of gas in airway,LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
76532-1,Blood pressure device Cuff pressure,150300,MDC_PRESS_CUFF,,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76533-9,Blood pressure by Noninvasive,150020,MDC_PRESS_BLD_NONINV,,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76534-7,Systolic blood pressure by Noninvasive,150021,MDC_PRESS_BLD_NONINV_SYS,"Pressure of the blood, obtained noninvasively (i.e., fingertip), at the systolic phase",LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76535-4,Diastolic blood pressure by Noninvasive,150022,MDC_PRESS_BLD_NONINV_DIA,"Pressure of the blood, obtained noninvasively (i.e., fingertip), at the diastolic phase",LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76536-2,Mean blood pressure by Noninvasive,150023,MDC_PRESS_BLD_NONINV_MEAN,"Pressure of the blood, obtained noninvasively (i.e., fingertip), as computed by averaging on one cycle",LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76537-0,Blood pressure device Cuff pressure.mean,150303,MDC_PRESS_CUFF_MEAN,"Pressure of the blood computed as mean value between systolic and diastolic pressures, measured discontinuously and noninvasively (cuff)",LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76538-8,Blood pressure device Cuff pressure.systolic,150301,MDC_PRESS_CUFF_SYS,"Pressure of the blood at the systolic phase, measured discontinuously and noninvasively (cuff)",LMT-2L-2 LMT-2L-2,kPa mm[Hg]
76539-6,Blood pressure device Cuff pressure.diastolic,150302,MDC_PRESS_CUFF_DIA,"Pressure of the blood at the diastolic phase, measured discontinuously and noninvasively (cuff)",LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8302-2,Body height,68060,MDC_ATTR_PT_HEIGHT,,L ,cm [in_i]
8310-5,Body temperature,150344,MDC_TEMP,,Q Q,Cel {delta}Cel [degF] {delta}[degF]
8328-7,Axillary temperature,188452,MDC_TEMP_AXILLA,Axillary (armpit) temperature,Q Q,Cel [degF]
8328-7,Axillary temperature,188496,MDC_TEMP_AXIL,Axillary (armpit) temperature,Q Q,Cel [degF]
8329-5,Body temperature - Core,150368,MDC_TEMP_CORE,,Q Q,Cel [degF]
8331-1,Oral temperature,188424,MDC_TEMP_ORAL,Oral temperature,Q Q,Cel [degF]
8332-9,Rectal temperature,188420,MDC_TEMP_RECT,Rectal temperature,Q Q,Cel [degF]
8333-7,Tympanic membrane temperature,150392,MDC_TEMP_TYMP,,Q Q,Cel [degF]
83366-5,Burst rate Cerebral cortex Electroencephalogram (EEG),156242,MDC_EEG_PAROX_CRTX_BURST_RATE,"Epileptic or potentially epileptogenic activity identifiers, burst rate",T-1,/min 1/min {count}/min
83367-3,Gas delivery system Fresh gas.air flow setting [Flow],16930092,MDC_FLOW_AIR_FG_SETTING,,,L/min
83368-1,Personal best peak expiratory gas flow Respiratory system airway,152585,MDC_FLOW_AWAY_EXP_FORCED_PEAK_PB,This value is determined by a healthcare professional or based on predicted average peak flow and is typically the highest peak condition.expiratory flow (PEF) reading an individual can obtain while in peak,,L/min
83369-9,Gas delivery system Fresh gas.nitrous oxide flow setting [Flow],16930308,MDC_FLOW_N2O_FG_SETTING,,,L/min
83370-7,Gas delivery system Fresh gas.oxygen flow setting [Flow],16930372,MDC_FLOW_O2_FG_SETTING,,,L/min
83371-5,Cycles.remaining [#] Nebulizer,153360,MDC_NEB_CYCLES_REMAIN,"Number of cycles remaining, including the current cycle.  Transitions to zero when delivery completed.",1,{unitless} 1 {count}
83372-3,Cycles setting [#] Nebulizer,16930568,MDC_NEB_CYCLES_SETTING,Specifies the number of nebulizer delivery cycles having a specified run time and/or volume when operating in scheduled mode.,1,{unitless} 1 {count}
83373-1,Mode setting Nebulizer,16961626,MDC_NEB_DEV_MODE_SETTING,"Specifies the nebulizer operational mode, including intermittent, scheduled or continuous modes.  Selecting intermittent mode delivers a single timed delivery based on the programmed run time and/or volume, and for scheduled mode, the number of cycles and pause time between cycles.  Selecting continuous mode delivers nebulized medication until the medication runs out or delivery is stopped. ",,
83374-9,Type of Nebulizer,184408,MDC_NEB_DEV_TYPE,"Specifies the nebulizer type, such as an aerosolizer (using a micro pump) or pneumatic (using an external air or oxygen supply).",,
83375-6,Current nebulization cycle time.elapsed Nebulizer,153372,MDC_NEB_TIME_PD_ELAPSED_CURR_CYCLE,Elapsed time that fluid has been nebulized for current cycle.,T,min
83376-4,Current set of nebulization cycles time.elapsed Nebulizer,153376,MDC_NEB_TIME_PD_ELAPSED_TOTAL,Total elapsed time that fluid that has been nebulized for current set of delivery cycles.,T,min
83377-2,Pause time setting Nebulizer,16930572,MDC_NEB_TIME_PD_PAUSE_SETTING,Specifies the pause (time duration) between nebulizer delivery cycles when operating in scheduled mode.,T,min
83378-0,Run time setting Nebulizer,16930560,MDC_NEB_TIME_PD_PER_CYCLE_SETTING,Specifies the nebulizer run time per delivery cycle.,T,min
83379-8,Current nebulization cycle time.remaining Nebulizer,153364,MDC_NEB_TIME_PD_REMAIN_CURR_CYCLE,Remaining nebulization time for current cycle.  Transitions to zero at the start of the pause interval when delivery for the current cycle is completed,T,min
83380-6,Current set of nebulization cycles time.remaining Nebulizer,153368,MDC_NEB_TIME_PD_REMAIN_TOTAL,Total remaining nebulization delivery time for current set of delivery cycles (does not include pause time).,T,min
83381-4,Current nebulization cycle volume.given Nebulizer,153388,MDC_NEB_VOL_FLUID_DELIV_CURR_CYCLE,Estimated volume of fluid that has been nebulized for current cycle.,L3,mL
83382-2,Current set of nebulization cycles volume.given Nebulizer,153392,MDC_NEB_VOL_FLUID_DELIV_TOTAL,Estimated volume of fluid that has been nebulized for current set of delivery cycles.,L3,mL
83383-0,Cycle volume setting Nebulizer,16930564,MDC_NEB_VOL_FLUID_PER_CYCLE_SETTING,Specifies the nebulizer volume per delivery cycle.,L3,mL
83384-8,Current nebulization cycle volume.remaining Nebulizer,153380,MDC_NEB_VOL_FLUID_REMAIN_CURR_CYCLE,Estimated remaining volume of fluid to be nebulized for current cycle.,L3,mL
83385-5,Current set of nebulization cycles volume.remaining Nebulizer,153384,MDC_NEB_VOL_FLUID_REMAIN_TOTAL,Estimated total remaining volume of fluid to be nebulized for current set of delivery cycles.,L3,mL
83386-3,Extrinsic PEEP Respiratory system,151804,MDC_PRESS_AWAY_END_EXP_POS_EXTRINSIC,,LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
83386-3,Extrinsic PEEP Respiratory system,151804,MDC_PRESS_AWAY_END_EXP_POS,Positive end expiratory pressure applied to the airway. ,LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
83387-1,Extrinsic dynamic PEEP Respiratory system,152792,MDC_PRESS_AWAY_END_EXP_POS_EXTRINSIC_DYNAMIC,"Dynamic extrinsic PEEP, the minimum pressure at or near the end of expiration, reflecting the set PEEP from the ventilator.",LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
83388-9,Total dynamic PEEP Respiratory system,152800,MDC_PRESS_AWAY_END_EXP_POS_TOTAL_DYNAMIC,"Dynamic total PEEP, obtained during the short period between expiratory valve closure and flow arriving at the patient.",LMT-2L-2 LMT-2L-2 LMT-2L-2 LMT-2L-2,kPa mm[Hg] cm[H2O] mbar
83389-7,Brachial artery Blood pressure,150680,MDC_PRESS_BLD_ART_BRACHIAL,Pressure of the blood in the brachial artery.,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8375-8,Left ventricular Intrachamber diastolic pressure,150102,MDC_PRESS_BLD_VENT_LEFT_DIA,Diastolic pressure of the blood in the left ventricle of the heart,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
8377-4,Right ventricular Intrachamber diastolic pressure,150106,MDC_PRESS_BLD_VENT_RIGHT_DIA,Diastolic pressure of the blood in the right ventricle of the heart,LMT-2L-2 LMT-2L-2,kPa mm[Hg]
